Max similarity: 0.546386
Total matches: 15450

score: 0.546386 | segment id: 348 | term: "university" | text: "The university is a big organization."
score: 0.076997 | segment id: 151 | term: "community college" | text: "And in order to do that kind of analysis and get some experts on board to finalize, to have some kind of policy statement, we are thinking about say about 150,000 over two years to do all that work an"
score: 0.076996 | segment id: 130 | term: "Mauna Kea" | text: "And like I said, I'm not saying it's not worth it."
score: 0.076980 | segment id: 287 | term: "Early Learning Board" | text: "They told me, you want to do this?"
score: 0.076960 | segment id: 74 | term: "Hawaiʻi Commission on National and Community Service" | text: "Okay, thank you."
score: 0.076960 | segment id: 81 | term: "Hawaiʻi Commission on National and Community Service" | text: "Okay, thank you."
score: 0.076960 | segment id: 440 | term: "Hawaiʻi Commission on National and Community Service" | text: "Okay, thank you."
score: 0.076927 | segment id: 314 | term: "Candidate Advisory Council" | text: "We have lots of different majors."
score: 0.076878 | segment id: 126 | term: "Mauna Kea" | text: "And it could take a lot longer to develop these industries."
score: 0.076867 | segment id: 269 | term: "Red Hill" | text: "I just have a problem with it."
score: 0.076843 | segment id: 21 | term: "community college" | text: "And you supported that measure as well, right?"
score: 0.076836 | segment id: 208 | term: "Post-Secondary Education Commission" | text: "Are you here?"
score: 0.076827 | segment id: 249 | term: "304a" | text: "No because systems do in fact out of our performance based budgeting."
score: 0.076812 | segment id: 393 | term: "Education Commission of the States" | text: "Because it's kept, my understanding is there's a balance that's..."
score: 0.076803 | segment id: 97 | term: "Hawaiʻi Teacher Standards Board" | text: "Also, it's really an economic opportunity bill."
score: 0.076765 | segment id: 249 | term: "Hawaiʻi Institute of Marine Biology" | text: "No because systems do in fact out of our performance based budgeting."
score: 0.076764 | segment id: 499 | term: "Athletic" | text: "The concerns raised regarding the data, regarding whether or not this position really is one that we can justify."
score: 0.076763 | segment id: 340 | term: "Aloha Stadium" | text: "It's not going to impact my budget, and let's put it in because it's nice to have."
score: 0.076759 | segment id: 340 | term: "Early Learning Board" | text: "It's not going to impact my budget, and let's put it in because it's nice to have."
score: 0.076725 | segment id: 370 | term: "Education Commission of the States" | text: "I saw Debra's name and I just looked down."
score: 0.076713 | segment id: 416 | term: "Mauna Kea" | text: "So in the sense of..."
score: 0.076705 | segment id: 204 | term: "community college" | text: "I'm happy to answer questions."
score: 0.076694 | segment id: 328 | term: "John A. Burns School of Medicine" | text: "It costs money."
score: 0.076681 | segment id: 3 | term: "Mauna Kea" | text: "And keep in mind that this meeting is being streamed live on YouTube and in the unlikely event that we have"
score: 0.076653 | segment id: 416 | term: "Board of Regents" | text: "So in the sense of..."
score: 0.076653 | segment id: 334 | term: "Hawaiʻi Medical Education Council" | text: "We didn't have monster job, all these job places that you can find jobs and people are sending me text messages on jobs and that I'm not even looking for a job, but it's out there already."
score: 0.076643 | segment id: 267 | term: "State Departments" | text: "You're going to look for someplace else for water."
score: 0.076637 | segment id: 196 | term: "Research Corporation of the University of Hawaiʻi" | text: "Okay, we are moving on."
score: 0.076632 | segment id: 284 | term: "Research Corporation of the University of Hawaiʻi" | text: "Nobody used newspapers anymore."
score: 0.076625 | segment id: 73 | term: "John A. Burns School of Medicine" | text: "And that's what we respectfully request."
score: 0.076620 | segment id: 19 | term: "Hawaiʻi Institute of Marine Biology" | text: "Very much so, yes."
score: 0.076597 | segment id: 287 | term: "Hawaiʻi Institute of Marine Biology" | text: "They told me, you want to do this?"
score: 0.076593 | segment id: 514 | term: "Western Interstate Commission for Higher Education" | text: "Thank you and we are done."
score: 0.076584 | segment id: 382 | term: "Hawaiʻi Medical Education Council" | text: "The potential for disaster is, I don't want to say omnipresent, but, you know, you can never predict when a disaster will strike."
score: 0.076577 | segment id: 475 | term: "Career and Technical Education" | text: "So hopefully we can get this off our table."
score: 0.076571 | segment id: 50 | term: "Scholarship" | text: "How many times have we gone on this bill?"
score: 0.076566 | segment id: 168 | term: "Early Learning Board" | text: "I mean, we are so focused on the food side right now."
score: 0.076539 | segment id: 326 | term: "Aloha Stadium" | text: "You know, we can ask the kids in the classroom, what do you like?"
score: 0.076522 | segment id: 413 | term: "Career and Technical Education" | text: "Of course, thank you."
score: 0.076506 | segment id: 256 | term: "Underground Storage Tanks" | text: "the kids or whatever apply for whatever they do and you say you gotta go to a portal to figure out maybe what what what what area they go um isn't isn't that when they're in high school kind of thing "
score: 0.076499 | segment id: 288 | term: "State Departments" | text: "You got to go over the circle."
score: 0.076489 | segment id: 202 | term: "west oahu" | text: "As you can see, we do have links to some of the dashboards that we already have that provide postgraduate outcomes."
score: 0.076485 | segment id: 32 | term: "Center on Nursing Advisory Board" | text: "Mike?"
score: 0.076456 | segment id: 186 | term: "Hawaiʻi Teacher Standards Board" | text: "So we are not standing in the middle at all."
score: 0.076441 | segment id: 141 | term: "Post-Secondary Education Commission" | text: "We never got lunch."
score: 0.076422 | segment id: 426 | term: "Mauna Kea" | text: "So it was sort of like a waiver of tuition for four years?"
score: 0.076398 | segment id: 182 | term: "Cancer Center" | text: "There really is analysis out there that the industry with bamboo and other stuff that we grow here already or plan to grow, it works."
score: 0.076392 | segment id: 277 | term: "Aloha Stadium" | text: "developments of dashboards that uh has already done but also why we're shifting to that conversation for these students before they even get there so instead of looking through a course catalog or tak"
score: 0.076359 | segment id: 288 | term: "Hawaiʻi Medical Education Council" | text: "You got to go over the circle."
score: 0.076347 | segment id: 22 | term: "Tuition" | text: "Exactly."
score: 0.076336 | segment id: 398 | term: "Board of Regents" | text: "Well, I'm asking not in general."
score: 0.076326 | segment id: 158 | term: "John A. Burns School of Medicine" | text: "And it would cost us $150,000 to put this working group together."
score: 0.076326 | segment id: 59 | term: "Scholarship" | text: "So it is a housekeeping measure."
score: 0.076324 | segment id: 38 | term: "Hawaiʻi Commission on National and Community Service" | text: "Thank you very much."
score: 0.076324 | segment id: 412 | term: "Hawaiʻi Commission on National and Community Service" | text: "Thank you very much."
score: 0.076322 | segment id: 95 | term: "Cancer Center" | text: "and cement are all really big greenhouse gas emitters."
score: 0.076312 | segment id: 137 | term: "Early Learning Board" | text: "It's not to try to get everybody to the table and break bread, but that's just my take off it."
score: 0.076311 | segment id: 143 | term: "Hawaiʻi Institute of Marine Biology" | text: "He was in the wrong group."
score: 0.076309 | segment id: 218 | term: "Hawaiʻi Institute of Marine Biology" | text: "that those two positions be potentially part of this request."
score: 0.076294 | segment id: 177 | term: "487n" | text: "Yeah, we got to show the football to make a touchdown."
score: 0.076288 | segment id: 180 | term: "Athletic" | text: "Yes, we do need them."
score: 0.076271 | segment id: 89 | term: "Research Corporation of the University of Hawaiʻi" | text: "plant materials that can be turned into building materials, such as clumping bamboo that grows really fast."
score: 0.076266 | segment id: 91 | term: "west oahu" | text: "It just grows back up."
score: 0.076265 | segment id: 260 | term: "487n" | text: "Then we've got to pay for and keep that program."
score: 0.076242 | segment id: 370 | term: "Hawaiʻi Institute of Marine Biology" | text: "I saw Debra's name and I just looked down."
score: 0.076240 | segment id: 386 | term: "302a-431" | text: "I would have wanted some way that I could have at least gotten some help, especially when, I won't speak to what happened during the Maui wildfires, but I understand there's a lot of stuff surrounding"
score: 0.076237 | segment id: 231 | term: "Aloha Stadium" | text: "So some of those may be protected in ways that we wouldn't let students have access to."
score: 0.076226 | segment id: 131 | term: "Early Learning Board" | text: "It is worth it."
score: 0.076192 | segment id: 46 | term: "Hawaiʻi Institute of Marine Biology" | text: "And basically it repeals the Conference Center Revolving Fund."
score: 0.076182 | segment id: 137 | term: "Board of Regents" | text: "It's not to try to get everybody to the table and break bread, but that's just my take off it."
score: 0.076160 | segment id: 500 | term: "Career and Technical Education" | text: "And some of the other things that was brought up in the meeting, send it on to Ways and Means because it has money in it."
score: 0.076157 | segment id: 327 | term: "Hawaiʻi Medical Education Council" | text: "But no, we got to go to a web page or we got to go to an app and then we got to analyze the app and then we got to do all of those things."
score: 0.076140 | segment id: 326 | term: "community college" | text: "You know, we can ask the kids in the classroom, what do you like?"
score: 0.076117 | segment id: 311 | term: "Mauna Kea" | text: "So I think that's part of the impetus behind it, is to create this space for students who wouldn't otherwise understand how to negotiate that complex landscape, which is higher ed."
score: 0.076110 | segment id: 223 | term: "Early Learning Board" | text: "I mean, that's something that you are, like you said, you already do some of that, right?"
score: 0.076106 | segment id: 76 | term: "Post-Secondary Education Commission" | text: "Brian Miyamoto in support."
score: 0.076094 | segment id: 183 | term: "John A. Burns School of Medicine" | text: "I mean, from my perspective, anybody in the industry or any individual can start to grow and build their business."
score: 0.076091 | segment id: 185 | term: "John A. Burns School of Medicine" | text: "If somebody wants to start their bamboo business today, it's related to agriculture and they come to CTAHR for any help on pest management or whatever the case may be, we will provide."
score: 0.076077 | segment id: 17 | term: "Underground Storage Tanks" | text: "Senate bill that went over 7- Was it 637?"
score: 0.076063 | segment id: 107 | term: "Cancer Center" | text: "As you know, we have a lot of shipping."
score: 0.076060 | segment id: 315 | term: "Aloha Stadium" | text: "Most of these are majors they've never heard of because high schools don't have them."
score: 0.076046 | segment id: 451 | term: "Hawaiʻi Institute of Marine Biology" | text: "So Chair votes aye on amending 442 with the language in SB 673."
score: 0.076040 | segment id: 1 | term: "Hawaiʻi Commission on National and Community Service" | text: "Today is March 11th."
score: 0.076021 | segment id: 189 | term: "Center on Nursing Advisory Board" | text: "Can I get your information after this and I will pass it on to you."
score: 0.076012 | segment id: 455 | term: "Hawaiʻi Institute of Marine Biology" | text: "Vice Chair votes aye."
score: 0.076012 | segment id: 464 | term: "Hawaiʻi Institute of Marine Biology" | text: "Vice Chair votes aye."
score: 0.076012 | segment id: 482 | term: "Hawaiʻi Institute of Marine Biology" | text: "Vice Chair votes aye."
score: 0.076012 | segment id: 505 | term: "Hawaiʻi Institute of Marine Biology" | text: "Vice Chair votes aye."
score: 0.076011 | segment id: 279 | term: "Cancer Center" | text: "Does that make sense?"
score: 0.075962 | segment id: 426 | term: "Cancer Center" | text: "So it was sort of like a waiver of tuition for four years?"
score: 0.075931 | segment id: 247 | term: "Red Hill" | text: "but for consistent high quality help we would want to have somebody we could train and have on staff to help really look through how we visualize our data for not just of course postgraduate outcomes "
score: 0.075929 | segment id: 329 | term: "west oahu" | text: "At the end of the day, the money we spend could have been used better."
score: 0.075925 | segment id: 461 | term: "Underground Storage Tanks" | text: "My dyslexia."
score: 0.075911 | segment id: 501 | term: "Board of Regents" | text: "And yeah, so we will do that."
score: 0.075906 | segment id: 178 | term: "Hawaiʻi Medical Education Council" | text: "It's automatic."
score: 0.075902 | segment id: 269 | term: "Hawaiʻi Teacher Standards Board" | text: "I just have a problem with it."
score: 0.075902 | segment id: 15 | term: "John A. Burns School of Medicine" | text: "Just a quick question."
score: 0.075895 | segment id: 266 | term: "west oahu" | text: "But if no more water, what are you going to do?"
score: 0.075892 | segment id: 52 | term: "Candidate Advisory Council" | text: "I know, I keep passing it, so I don't know where the bottleneck is on this one."
score: 0.075886 | segment id: 64 | term: "Center on Nursing Advisory Board" | text: "Hey, we have Parwinder, I'm sorry, did I say that correctly?"
score: 0.075854 | segment id: 304 | term: "Hawaiʻi Medical Education Council" | text: "That's the question."
score: 0.075854 | segment id: 295 | term: "Underground Storage Tanks" | text: "Then they can do that."
score: 0.075848 | segment id: 337 | term: "Mauna Kea" | text: "it's all there you go to chat gpt you type this they give you everything you want to know and then some um so it's like i don't know if if this is the best use of the funding is whatever and i would h"
score: 0.075842 | segment id: 231 | term: "Cancer Center" | text: "So some of those may be protected in ways that we wouldn't let students have access to."
score: 0.075839 | segment id: 261 | term: "Center on Nursing Advisory Board" | text: "Then we've got to pay for two more people to come and do the program."
score: 0.075828 | segment id: 364 | term: "487n" | text: "We stand on our testimony in support and Associate Vice President Farah Gomes should be online to ask or answer technical questions related to this bill."
score: 0.075820 | segment id: 310 | term: "Aloha Stadium" | text: "because my parents never went."
score: 0.075796 | segment id: 295 | term: "university" | text: "Then they can do that."
score: 0.075793 | segment id: 205 | term: "Cancer Center" | text: "OK, you're the only one that's on."
score: 0.075753 | segment id: 461 | term: "west oahu" | text: "My dyslexia."
score: 0.075750 | segment id: 116 | term: "College" | text: "car out of hemp i think i know that google it is there but there's a lot of things that hemp can do that and i say i guess that one gets bamboo but it's all good with bamboo but i really want him to p"
score: 0.075749 | segment id: 269 | term: "Hawaiʻi Medical Education Council" | text: "I just have a problem with it."
score: 0.075745 | segment id: 118 | term: "Cancer Center" | text: "So I think you should just, I mean, go ahead."
score: 0.075734 | segment id: 180 | term: "487n" | text: "Yes, we do need them."
score: 0.075712 | segment id: 406 | term: "Cancer Center" | text: "When the students hear about that, I'm pretty sure I'll have some more feedback."
score: 0.075705 | segment id: 340 | term: "community college" | text: "It's not going to impact my budget, and let's put it in because it's nice to have."
score: 0.075695 | segment id: 141 | term: "Hawaiʻi Teacher Standards Board" | text: "We never got lunch."
score: 0.075677 | segment id: 326 | term: "State Departments" | text: "You know, we can ask the kids in the classroom, what do you like?"
score: 0.075673 | segment id: 153 | term: "Career and Technical Education" | text: "Okay, but why do we need to put together a legislative working group?"
score: 0.075646 | segment id: 94 | term: "487n" | text: "The reason these are important is that timber and steel"
score: 0.075643 | segment id: 120 | term: "Cancer Center" | text: "And I agree with you."
score: 0.075621 | segment id: 124 | term: "university" | text: "We have people talking about bamboo."
score: 0.075615 | segment id: 246 | term: "Hawaiʻi Teacher Standards Board" | text: "So she's been able to help us do some work in data visualization for, actually it's more in terms of newsletters and those kinds of things."
score: 0.075614 | segment id: 249 | term: "west oahu" | text: "No because systems do in fact out of our performance based budgeting."
score: 0.075610 | segment id: 90 | term: "Aloha Stadium" | text: "It's a grass, so when you cut it, unlike a tree, it's not gone."
score: 0.075607 | segment id: 10 | term: "Underground Storage Tanks" | text: "And first to testify, we have Clemencia Sarah Ulip."
score: 0.075597 | segment id: 185 | term: "487n" | text: "If somebody wants to start their bamboo business today, it's related to agriculture and they come to CTAHR for any help on pest management or whatever the case may be, we will provide."
score: 0.075596 | segment id: 2 | term: "Hawaiʻi Teacher Standards Board" | text: "We are in conference room 229 for our 3 p.m. agenda, although it is 309 due to some false emergency alarms that went on."
score: 0.075588 | segment id: 295 | term: "Hawaiʻi Teacher Standards Board" | text: "Then they can do that."
score: 0.075576 | segment id: 7 | term: "Athletic" | text: "With that, we have one, two, three, four, five measures on our agenda today."
score: 0.075555 | segment id: 286 | term: "Board of Regents" | text: "I never knew a database, whatever."
score: 0.075527 | segment id: 492 | term: "487n" | text: "I think that CTAR has a lot of information that can be"
score: 0.075525 | segment id: 341 | term: "Western Interstate Commission for Higher Education" | text: "Well, it shouldn't be that way."
score: 0.075523 | segment id: 268 | term: "Hawaiʻi Medical Education Council" | text: "But you're going to utilize what you got."
score: 0.075518 | segment id: 389 | term: "Post-Secondary Education Commission" | text: "It could have stifled whatever journey I had at the time and completely threw me off my rock."
score: 0.075487 | segment id: 413 | term: "Western Interstate Commission for Higher Education" | text: "Of course, thank you."
score: 0.075486 | segment id: 295 | term: "Western Interstate Commission for Higher Education" | text: "Then they can do that."
score: 0.075458 | segment id: 35 | term: "community college" | text: "Just standing in strong support with our written testimony already submitted."
score: 0.075445 | segment id: 88 | term: "community college" | text: "We've got the climate, we've got places in Hawaii that can grow"
score: 0.075426 | segment id: 87 | term: "Tuition" | text: "So it's a real economic boom potential."
score: 0.075414 | segment id: 162 | term: "304a" | text: "i agree with you this is not something that we propose to have a working group i mean we could do the analysis if that's how you think that that's how we need to move forward we are actually proposing"
score: 0.075396 | segment id: 357 | term: "Education Commission of the States" | text: "You're on the next measure as well."
score: 0.075392 | segment id: 224 | term: "Scholarship" | text: "There are different databases that do it."
score: 0.075382 | segment id: 64 | term: "community college" | text: "Hey, we have Parwinder, I'm sorry, did I say that correctly?"
score: 0.075380 | segment id: 177 | term: "Board of Regents" | text: "Yeah, we got to show the football to make a touchdown."
score: 0.075340 | segment id: 153 | term: "Scholarship" | text: "Okay, but why do we need to put together a legislative working group?"
score: 0.075327 | segment id: 72 | term: "Career and Technical Education" | text: "we need to develop some baseline data research so that we can be more informed before we develop a larger working group on this."
score: 0.075303 | segment id: 158 | term: "Mauna Kea" | text: "And it would cost us $150,000 to put this working group together."
score: 0.075301 | segment id: 290 | term: "west oahu" | text: "these are the things the jobs that you guys going to be going engineer whatever the department it is engineering nursing whatever these are the jobs that you can get as engineering or you can get as a"
score: 0.075281 | segment id: 271 | term: "Center on Nursing Advisory Board" | text: "Well, we can't solve the fact that all the young students don't necessarily know what they want to be when they grow up."
score: 0.075276 | segment id: 78 | term: "Hawaiʻi Teacher Standards Board" | text: "I don't know if I said that correctly."
score: 0.075260 | segment id: 19 | term: "Hawaiʻi Teacher Standards Board" | text: "Very much so, yes."
score: 0.075253 | segment id: 378 | term: "Tuition" | text: "but um yeah thank you for the opportunity by testimony i'm here if you have any questions thank you sit right there okay i have a question but is there anyone else wishing to testify in this measure w"
score: 0.075251 | segment id: 170 | term: "Scholarship" | text: "um but we were not focused on this particular aspect and we did not make a request for this we are just answering your questions here okay members any other questions follow up with that um so if we c"
score: 0.075250 | segment id: 389 | term: "487n" | text: "It could have stifled whatever journey I had at the time and completely threw me off my rock."
score: 0.075239 | segment id: 136 | term: "Hawaiʻi Teacher Standards Board" | text: "get there quicker, I guess."
score: 0.075209 | segment id: 90 | term: "Hawaiʻi Institute of Marine Biology" | text: "It's a grass, so when you cut it, unlike a tree, it's not gone."
score: 0.075199 | segment id: 513 | term: "Tuition" | text: "Recommendation is to pass as is."
score: 0.075161 | segment id: 21 | term: "Underground Storage Tanks" | text: "And you supported that measure as well, right?"
score: 0.075138 | segment id: 335 | term: "community college" | text: "I mean, you know, and at what point do we stop spoon-feeding people and letting them also look and find out what they want?"
score: 0.075129 | segment id: 134 | term: "304a" | text: "Whatever my colleagues do, I support it."
score: 0.075117 | segment id: 143 | term: "Hawaiʻi Medical Education Council" | text: "He was in the wrong group."
score: 0.075097 | segment id: 302 | term: "Hawaiʻi Institute of Marine Biology" | text: "Why would we really, you know, all the stuff that you're saying, there's other ways of finding success and knowing that you'll be successful in the trade."
score: 0.075077 | segment id: 118 | term: "Hawaiʻi Commission on National and Community Service" | text: "So I think you should just, I mean, go ahead."
score: 0.075070 | segment id: 284 | term: "Aloha Stadium" | text: "Nobody used newspapers anymore."
score: 0.075048 | segment id: 475 | term: "Tuition" | text: "So hopefully we can get this off our table."
score: 0.075045 | segment id: 62 | term: "Scholarship" | text: "Anybody from the Department of Agriculture?"
score: 0.075037 | segment id: 116 | term: "State Departments" | text: "car out of hemp i think i know that google it is there but there's a lot of things that hemp can do that and i say i guess that one gets bamboo but it's all good with bamboo but i really want him to p"
score: 0.075027 | segment id: 368 | term: "304a" | text: "And we have Ronald Sturgis now."
score: 0.074989 | segment id: 321 | term: "Hawaiʻi Medical Education Council" | text: "I just want to add, I think sometimes we rely too much on data."
score: 0.074979 | segment id: 331 | term: "community college" | text: "You know, I was a time when, you know, we looked in the newspapers, like you said, for jobs."
score: 0.074973 | segment id: 403 | term: "Mauna Kea" | text: "So if we're not increasing tuition to compensate, the students don't really seem to have an issue."
score: 0.074937 | segment id: 199 | term: "Tuition" | text: "Good afternoon, Chair, Vice Chair, members of the committee."
score: 0.074929 | segment id: 382 | term: "west oahu" | text: "The potential for disaster is, I don't want to say omnipresent, but, you know, you can never predict when a disaster will strike."
score: 0.074899 | segment id: 125 | term: "Hawaiʻi Institute of Marine Biology" | text: "But it's not moving forward the way it could."
score: 0.074889 | segment id: 173 | term: "Mauna Kea" | text: "We need everybody together."
score: 0.074888 | segment id: 339 | term: "Athletic" | text: "Spend everybody else's budget."
score: 0.074837 | segment id: 347 | term: "Mauna Kea" | text: "So I have no additional positions in the office for the vice president of academic strategy to allocate to this."
score: 0.074817 | segment id: 333 | term: "College" | text: "We didn't have Google."
score: 0.074811 | segment id: 264 | term: "Cancer Center" | text: "we're getting top heavy um in the state because these jobs is not going to just come with a job right we got to pay benefits and retirement and medical and all those good things that other people don'"
score: 0.074803 | segment id: 453 | term: "community college" | text: "Hearing none, Chair votes aye."
score: 0.074759 | segment id: 115 | term: "College" | text: "have been around since the first bible first money all of these things is is viable so again the same thing is well we need a working group knowing that this can be an industry and senator de la cruz "
score: 0.074749 | segment id: 368 | term: "Education Commission of the States" | text: "And we have Ronald Sturgis now."
score: 0.074717 | segment id: 294 | term: "Post-Secondary Education Commission" | text: "Oh, only 10 guys would go here."
score: 0.074717 | segment id: 179 | term: "university" | text: "But why are we going to have a group to huddle up to saying we need this?"
score: 0.074709 | segment id: 78 | term: "304a" | text: "I don't know if I said that correctly."
score: 0.074693 | segment id: 246 | term: "Tuition" | text: "So she's been able to help us do some work in data visualization for, actually it's more in terms of newsletters and those kinds of things."
score: 0.074675 | segment id: 448 | term: "Western Interstate Commission for Higher Education" | text: "And I don't believe we need any other amendments."
score: 0.074671 | segment id: 294 | term: "Hawaiʻi Institute of Marine Biology" | text: "Oh, only 10 guys would go here."
score: 0.074670 | segment id: 255 | term: "Mauna Kea" | text: "items and i'll defer to all budget issues to my colleague who's in the room but nothing's easy so yeah i'm sure that you know unless unless there's a ask for it and a reason it's always so easy to jus"
score: 0.074587 | segment id: 59 | term: "university" | text: "So it is a housekeeping measure."
score: 0.074575 | segment id: 10 | term: "Tuition" | text: "And first to testify, we have Clemencia Sarah Ulip."
score: 0.074564 | segment id: 279 | term: "Education Commission of the States" | text: "Does that make sense?"
score: 0.074553 | segment id: 344 | term: "Underground Storage Tanks" | text: "That's my two cents on this, but any other questions."
score: 0.074521 | segment id: 501 | term: "Mauna Kea" | text: "And yeah, so we will do that."
score: 0.074520 | segment id: 279 | term: "Aloha Stadium" | text: "Does that make sense?"
score: 0.074515 | segment id: 52 | term: "Research Corporation of the University of Hawaiʻi" | text: "I know, I keep passing it, so I don't know where the bottleneck is on this one."
score: 0.074512 | segment id: 262 | term: "Board of Regents" | text: "And then we're not doing nothing within."
score: 0.074499 | segment id: 67 | term: "Board of Regents" | text: "Parwinder, okay."
score: 0.074485 | segment id: 157 | term: "487n" | text: "We could have had this working group started."
score: 0.074477 | segment id: 253 | term: "Underground Storage Tanks" | text: "know other than that we do have a bill that's saying that you know what money don't get don't get dispersed should come back to the general fund so i would think that the"
score: 0.074469 | segment id: 101 | term: "Scholarship" | text: "I would like to get the working group going."
score: 0.074462 | segment id: 178 | term: "Center on Nursing Advisory Board" | text: "It's automatic."
score: 0.074442 | segment id: 306 | term: "Early Learning Board" | text: "But there is other avenues."
score: 0.074441 | segment id: 310 | term: "302a-431" | text: "because my parents never went."
score: 0.074435 | segment id: 304 | term: "Post-Secondary Education Commission" | text: "That's the question."
score: 0.074433 | segment id: 314 | term: "Aloha Stadium" | text: "We have lots of different majors."
score: 0.074406 | segment id: 285 | term: "John A. Burns School of Medicine" | text: "I had to go and circle how much jobs are being asked for that."
score: 0.074402 | segment id: 93 | term: "Western Interstate Commission for Higher Education" | text: "And there are biocements that can be used in place of cement."
score: 0.074397 | segment id: 292 | term: "Red Hill" | text: "You can do all of that now just by the departments you guys have."
score: 0.074382 | segment id: 309 | term: "Hawaiʻi Commission on National and Community Service" | text: "that's intuitive for parents and students who may be first generation may not have had the kinds of opportunities that we had to understand these kinds of job searches or don't know engineering exists"
score: 0.074377 | segment id: 328 | term: "302a-431" | text: "It costs money."
score: 0.074377 | segment id: 143 | term: "Hawaiʻi Teacher Standards Board" | text: "He was in the wrong group."
score: 0.074372 | segment id: 151 | term: "Red Hill" | text: "And in order to do that kind of analysis and get some experts on board to finalize, to have some kind of policy statement, we are thinking about say about 150,000 over two years to do all that work an"
score: 0.074348 | segment id: 243 | term: "Scholarship" | text: "instead of having us to go and get in positions?"
score: 0.074348 | segment id: 167 | term: "487n" | text: "We would need some support to do that extra work."
score: 0.074335 | segment id: 317 | term: "Red Hill" | text: "So it's really trying to provide the space to open up those opportunities for them."
score: 0.074332 | segment id: 283 | term: "Research Corporation of the University of Hawaiʻi" | text: "I had to take the time out."
score: 0.074329 | segment id: 151 | term: "304a" | text: "And in order to do that kind of analysis and get some experts on board to finalize, to have some kind of policy statement, we are thinking about say about 150,000 over two years to do all that work an"
score: 0.074313 | segment id: 227 | term: "Underground Storage Tanks" | text: "DXP has a dashboard, and then there's a Career Explorer."
score: 0.074309 | segment id: 166 | term: "Education Commission of the States" | text: "Why don't you do it?"
score: 0.074295 | segment id: 135 | term: "State Departments" | text: "But like I said, I think we can,"
score: 0.074294 | segment id: 301 | term: "Cancer Center" | text: "Sorry, that's the question."
score: 0.074290 | segment id: 277 | term: "Red Hill" | text: "developments of dashboards that uh has already done but also why we're shifting to that conversation for these students before they even get there so instead of looking through a course catalog or tak"
score: 0.074283 | segment id: 38 | term: "Western Interstate Commission for Higher Education" | text: "Thank you very much."
score: 0.074283 | segment id: 412 | term: "Western Interstate Commission for Higher Education" | text: "Thank you very much."
score: 0.074276 | segment id: 241 | term: "Hawaiʻi Commission on National and Community Service" | text: "And a lot of what our databases do right now is think about it from the perspective of how we present what our students are doing after the fact, if that makes sense as a distinction, even though a lo"
score: 0.074265 | segment id: 204 | term: "Mauna Kea" | text: "I'm happy to answer questions."
score: 0.074255 | segment id: 315 | term: "Red Hill" | text: "Most of these are majors they've never heard of because high schools don't have them."
score: 0.074216 | segment id: 239 | term: "College" | text: "And so this, as I understand it, is part of what could be that vision."
score: 0.074209 | segment id: 259 | term: "Mauna Kea" | text: "Because all we're looking at now is that getting a new data processing part whole or another program."
score: 0.074207 | segment id: 173 | term: "Red Hill" | text: "We need everybody together."
score: 0.074188 | segment id: 106 | term: "College" | text: "And he said that a bamboo Hawaii-based timber business could be quite successful with export to the West Coast while addressing the local market as well."
score: 0.074186 | segment id: 214 | term: "Red Hill" | text: "The other part of it is our institutional research office has a staff that does a lot of data analysis as well."
score: 0.074148 | segment id: 51 | term: "Candidate Advisory Council" | text: "I'm going to say I think this is the third year, but it could be fourth."
score: 0.074146 | segment id: 130 | term: "west oahu" | text: "And like I said, I'm not saying it's not worth it."
score: 0.074118 | segment id: 101 | term: "west oahu" | text: "I would like to get the working group going."
score: 0.074111 | segment id: 272 | term: "Hawaiʻi Teacher Standards Board" | text: "I mean, we shouldn't tell them go to college because they will be wasting their money until they have a better sense."
score: 0.074098 | segment id: 189 | term: "community college" | text: "Can I get your information after this and I will pass it on to you."
score: 0.074096 | segment id: 277 | term: "west oahu" | text: "developments of dashboards that uh has already done but also why we're shifting to that conversation for these students before they even get there so instead of looking through a course catalog or tak"
score: 0.074086 | segment id: 350 | term: "Underground Storage Tanks" | text: "Yes, that's what I'm saying."
score: 0.074083 | segment id: 290 | term: "Underground Storage Tanks" | text: "these are the things the jobs that you guys going to be going engineer whatever the department it is engineering nursing whatever these are the jobs that you can get as engineering or you can get as a"
score: 0.074072 | segment id: 494 | term: "Cancer Center" | text: "So any discussion on this, members?"
score: 0.074071 | segment id: 87 | term: "Underground Storage Tanks" | text: "So it's a real economic boom potential."
score: 0.074063 | segment id: 171 | term: "College" | text: "then why do we need the appropriation?"
score: 0.073987 | segment id: 301 | term: "Hawaiʻi Commission on National and Community Service" | text: "Sorry, that's the question."
score: 0.073976 | segment id: 356 | term: "Early Learning Board" | text: "You're the next."
score: 0.073973 | segment id: 333 | term: "487n" | text: "We didn't have Google."
score: 0.073961 | segment id: 135 | term: "John A. Burns School of Medicine" | text: "But like I said, I think we can,"
score: 0.073959 | segment id: 449 | term: "Career and Technical Education" | text: "Any discussion?"
score: 0.073948 | segment id: 19 | term: "Research Corporation of the University of Hawaiʻi" | text: "Very much so, yes."
score: 0.073940 | segment id: 495 | term: "Cancer Center" | text: "Any objections?"
score: 0.073934 | segment id: 45 | term: "Career and Technical Education" | text: "Hopefully this will be the year that we'll pass it."
score: 0.073921 | segment id: 87 | term: "community college" | text: "So it's a real economic boom potential."
